No,year,month,day,hour,season,PM_Jingan,PM_US Post,PM_Xuhui,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
14288,2013,8,15,1,2,5,3,12,24,70.36,1006,30,SE,80,0,0
14289,2013,8,15,2,2,5,3,12,24,70.36,1006,30,SE,85,0,0
14290,2013,8,15,3,2,6,,13,23,70.17,1006,29,SE,91,0,0
14291,2013,8,15,4,2,5,,16,23,70.17,1006,29,SE,97,0,0
14292,2013,8,15,5,2,6,5,12,23,70.17,1006,29,SE,102,0,0
14293,2013,8,15,6,2,10,4,10,24,74.52,1006,29,SE,107,0,0
14294,2013,8,15,7,2,16,5,14,24,70.36,1007,30,SE,112,0,0
14295,2013,8,15,8,2,18,16,19,24,66.45,1007,31,SE,119,0,0
14296,2013,8,15,9,2,25,16,24,24,62.79,1007,32,SE,125,0,0
14297,2013,8,15,10,2,28,17,26,24,59.36,1007,33,SE,130,0,0
14298,2013,8,15,11,2,30,18,24,24,59.36,1006,33,SW,5,0,0
14299,2013,8,15,12,2,29,17,27,23,50.01,1006,35,SW,11,0,0
14300,2013,8,15,13,2,24,14,21,23,50.01,1005,35,SE,6,0,0
14301,2013,8,15,14,2,25,16,25,23,50.01,1005,35,SE,12,0,0
14302,2013,8,15,15,2,26,24,21,23,47.33,1004,36,SE,18,0,0
14303,2013,8,15,16,2,22,11,17,22,49.75,1004,34,SE,24,0,0
14304,2013,8,15,17,2,21,17,13,23,55.89,1005,33,SE,30,0,0
14305,2013,8,15,18,2,22,11,17,24,62.79,1005,32,SE,36,0,0
14306,2013,8,15,19,2,15,23,15,24,66.45,1005,31,SE,43,0,0
14307,2013,8,15,20,2,15,,16,24,70.36,1005,30,SE,50,0,0
14308,2013,8,15,21,2,14,7,15,24,70.36,1006,30,SE,55,0,0
14309,2013,8,15,22,2,11,,,24,70.36,1006,30,SE,61,0,0
14310,2013,8,15,23,2,11,10,10,23,66.25,1005,30,SE,68,0,0
14311,2013,8,16,0,2,11,11,14,23,70.17,1005,29,SE,76,0,0
14312,2013,8,16,1,2,12,6,12,23,70.17,1004,29,SE,83,0,0
14313,2013,8,16,2,2,11,6,13,24,74.52,1004,29,SE,89,0,0
14314,2013,8,16,3,2,9,4,10,24,74.52,1004,29,SE,93,0,0
14315,2013,8,16,4,2,10,6,11,23,70.17,1004,29,SE,97,0,0
14316,2013,8,16,5,2,8,8,14,23,70.17,1004,29,SE,103,0,0
14317,2013,8,16,6,2,9,4,14,23,70.17,1004,29,SE,109,0,0
14318,2013,8,16,7,2,14,4,13,23,66.25,1005,30,SE,114,0,0
14319,2013,8,16,8,2,14,9,11,23,62.57,1005,31,SE,120,0,0
14320,2013,8,16,9,2,13,13,18,23,59.13,1004,32,SE,126,0,0
14321,2013,8,16,10,2,14,10,16,22,49.75,1004,34,SE,132,0,0
14322,2013,8,16,11,2,13,19,21,23,52.86,1003,34,SE,138,0,0
14323,2013,8,16,12,2,17,14,20,22,47.07,1003,35,SE,145,0,0
14324,2013,8,16,13,2,22,19,20,22,47.07,1003,35,SE,152,0,0
14325,2013,8,16,14,2,26,18,21,20,39.41,1002,36,SW,6,0,0
14326,2013,8,16,15,2,22,12,22,22,47.07,1002,35,SE,6,0,0
14327,2013,8,16,16,2,24,13,18,22,47.07,1002,35,SE,13,0,0
14328,2013,8,16,17,2,21,17,16,22,49.75,1002,34,SE,19,0,0
14329,2013,8,16,18,2,19,9,13,22,52.6,1002,33,SE,25,0,0
14330,2013,8,16,19,2,14,10,16,23,62.57,1003,31,SE,31,0,0
14331,2013,8,16,20,2,14,12,12,23,62.57,1003,31,SE,38,0,0
14332,2013,8,16,21,2,10,11,13,23,66.25,1004,30,SE,44,0,0
14333,2013,8,16,22,2,9,5,10,23,70.17,1004,29,SE,50,0,0
14334,2013,8,16,23,2,6,6,12,24,74.52,1003,29,SE,57,0,0
14335,2013,8,17,0,2,8,8,12,24,74.52,1003,29,SE,65,0,0
14336,2013,8,17,1,2,6,2,9,23,70.17,1003,29,SE,72,0,0
14337,2013,8,17,2,2,6,4,10,24,74.52,1003,29,SE,78,0,0
14338,2013,8,17,3,2,6,8,13,24,74.52,1003,29,SE,83,0,0
14339,2013,8,17,4,2,5,4,11,23,70.17,1003,29,SE,87,0,0
14340,2013,8,17,5,2,5,1,15,23,74.35,1003,28,SE,92,0,0
14341,2013,8,17,6,2,8,6,15,24,74.52,1003,29,SE,97,0,0
14342,2013,8,17,7,2,13,13,17,24,70.36,1003,30,SE,102,0,0
14343,2013,8,17,8,2,17,14,16,22,55.65,1004,32,SW,6,0,0
14344,2013,8,17,9,2,18,12,15,23,55.89,1004,33,SE,5,0,0
14345,2013,8,17,10,2,19,8,22,23,52.86,1004,34,SW,4,0,0
14346,2013,8,17,11,2,19,10,23,23,55.89,1003,33,SW,9,0,0
14347,2013,8,17,12,2,17,11,22,21,44.28,1003,35,SE,5,0,0
14348,2013,8,17,13,2,14,8,,21,44.28,1002,35,SE,11,0,0
14349,2013,8,17,14,2,18,17,18,21,41.91,1002,36,SW,4,0,0
14350,2013,8,17,15,2,21,11,22,20,41.63,1002,35,SE,4,0,0
14351,2013,8,17,16,2,22,19,20,19,39.13,1001,35,SE,10,0,0
14352,2013,8,17,17,2,32,28,36,18,38.85,1001,34,SE,16,0,0
14353,2013,8,17,18,2,47,39,45,21,49.49,1002,33,SE,22,0,0
14354,2013,8,17,19,2,44,38,43,23,62.57,1002,31,SE,28,0,0
14355,2013,8,17,20,2,47,42,49,23,62.57,1003,31,SE,33,0,0
14356,2013,8,17,21,2,47,43,55,23,66.25,1003,30,SE,39,0,0
14357,2013,8,17,22,2,46,36,49,23,70.17,1003,29,SE,44,0,0
14358,2013,8,17,23,2,43,36,47,23,70.17,1003,29,SE,49,0,0
14359,2013,8,18,0,2,39,28,45,23,70.17,1003,29,SE,53,0,0
14360,2013,8,18,1,2,33,21,39,24,78.97,1002,28,SE,58,0,0
14361,2013,8,18,2,2,33,23,36,24,78.97,1003,28,SE,62,0,0
14362,2013,8,18,3,2,28,20,36,24,78.97,1002,28,SE,65,0,0
14363,2013,8,18,4,2,27,13,33,24,78.97,1003,28,SE,68,0,0
14364,2013,8,18,5,2,22,21,32,25,83.82,1003,28,SE,72,0,0
14365,2013,8,18,6,2,21,16,24,25,79.11,1004,29,SE,75,0,0
14366,2013,8,18,7,2,20,14,26,24,74.52,1003,29,SE,78,0,0
14367,2013,8,18,8,2,15,12,21,24,70.36,1003,30,SE,80,0,0
14368,2013,8,18,9,2,17,17,,23,62.57,1003,31,SE,83,0,0
14369,2013,8,18,10,2,17,13,23,22,55.65,1004,32,NE,4,0,0
14370,2013,8,18,11,2,17,21,22,22,55.65,1004,32,SE,5,0,0
14371,2013,8,18,12,2,21,14,21,22,55.65,1003,32,SE,9,0,0
14372,2013,8,18,13,2,18,17,21,23,59.13,1003,32,SE,12,0,0
14373,2013,8,18,14,2,19,11,22,21,49.49,1003,33,NE,4,0,0
14374,2013,8,18,15,2,18,16,19,23,59.13,1003,32,NE,7,0,0
14375,2013,8,18,16,2,23,19,18,22,55.65,1002,32,NE,10,0,0
14376,2013,8,18,17,2,29,,25,23,59.13,1002,32,NE,14,0,0
14377,2013,8,18,18,2,25,14,24,23,62.57,1002,31,NE,19,0,0
14378,2013,8,18,19,2,19,20,23,23,62.57,1003,31,NE,23,0,0
14379,2013,8,18,20,2,30,41,26,24,70.36,1003,30,NE,28,0.2,0.2
14380,2013,8,18,21,2,32,,31,26,88.94,1004,28,NE,32,0,0
14381,2013,8,18,22,2,17,12,24,26,83.94,1004,29,NE,36,0,0
14382,2013,8,18,23,2,10,8,13,25,79.11,1003,29,NE,40,0,0
14383,2013,8,19,0,2,10,4,9,25,79.11,1003,29,NE,44,0,0
14384,2013,8,19,1,2,5,,10,25,79.11,1003,29,NE,48,0,0
14385,2013,8,19,2,2,1,,9,25,79.11,1002,29,NE,53,0,0
14386,2013,8,19,3,2,3,,12,25,79.11,1002,29,NE,57,0,0
14387,2013,8,19,4,2,3,,9,25,79.11,1002,29,NE,61,0,0
14388,2013,8,19,5,2,,,8,25,79.11,1002,29,NE,66,0,0
14389,2013,8,19,6,2,3,,8,25,79.11,1003,29,NE,71,0,0
14390,2013,8,19,7,2,8,2,9,25,79.11,1003,29,NE,75,0,0
14391,2013,8,19,8,2,7,3,9,25,74.69,1003,30,NE,80,0,0
14392,2013,8,19,9,2,4,7,7,25,74.69,1004,30,NE,86,0,0
14393,2013,8,19,10,2,11,7,,24,62.79,1004,32,NE,90,0,0
14394,2013,8,19,11,2,8,6,14,23,59.13,1003,32,NE,96,0,0
14395,2013,8,19,12,2,9,6,10,24,62.79,1003,32,NE,101,0,0
14396,2013,8,19,13,2,10,8,9,24,62.79,1003,32,NE,107,0,0
14397,2013,8,19,14,2,11,9,,24,59.36,1002,33,NE,114,0,0
14398,2013,8,19,15,2,10,8,11,24,56.14,1002,34,NE,119,0.5,0.5
14399,2013,8,19,16,2,7,5,7,23,55.89,1002,33,NE,126,0.1,0.6
14400,2013,8,19,17,2,9,4,9,24,59.36,1003,33,NE,133,0,0
14401,2013,8,19,18,2,12,9,13,25,74.69,1003,30,NE,140,0,0
14402,2013,8,19,19,2,8,8,13,25,74.69,1003,30,NE,145,0,0
14403,2013,8,19,20,2,7,5,12,25,74.69,1004,30,NE,150,0,0
14404,2013,8,19,21,2,4,4,11,25,74.69,1005,30,SE,5,0,0
14405,2013,8,19,22,2,6,,14,25,79.11,1005,29,SE,9,0,0
14406,2013,8,19,23,2,4,,11,25,79.11,1005,29,SE,14,0,0
14407,2013,8,20,0,2,3,,11,25,79.11,1005,29,SE,18,0,0
14408,2013,8,20,1,2,,1,9,25,79.11,1004,29,SE,21,0,0
14409,2013,8,20,2,2,1,,9,25,79.11,1004,29,SE,24,0,0
14410,2013,8,20,3,2,4,,11,25,79.11,1004,29,NE,3,0,0
14411,2013,8,20,4,2,5,,7,25,79.11,1004,29,NE,5,0,0
14412,2013,8,20,5,2,6,1,11,25,79.11,1004,29,NE,7,0,0
14413,2013,8,20,6,2,8,2,17,25,79.11,1005,29,NE,9,0,0
14414,2013,8,20,7,2,7,7,12,25,74.69,1005,30,NE,11,0,0
14415,2013,8,20,8,2,11,8,14,24,66.45,1005,31,NE,15,0,0
14416,2013,8,20,9,2,12,6,16,24,62.79,1005,32,NE,19,0,0
14417,2013,8,20,10,2,9,6,,24,59.36,1005,33,NE,25,0,0
14418,2013,8,20,11,2,9,7,,24,56.14,1005,34,NE,31,0,0
14419,2013,8,20,12,2,,9,,23,50.01,1005,35,NE,37,0,0
14420,2013,8,20,13,2,7,9,12,23,50.01,1004,35,NE,43,0,0
14421,2013,8,20,14,2,8,9,13,22,47.07,1004,35,NE,50,0,0
14422,2013,8,20,15,2,11,17,15,22,47.07,1003,35,NE,56,0,0
14423,2013,8,20,16,2,14,20,15,23,50.01,1003,35,NE,62,0,0
14424,2013,8,20,17,2,15,7,17,24,59.36,1003,33,NE,68,0,0
14425,2013,8,20,18,2,14,16,20,24,59.36,1003,33,NE,74,0,0
14426,2013,8,20,19,2,13,14,19,24,66.45,1004,31,NE,79,0,0
14427,2013,8,20,20,2,19,18,24,25,70.54,1005,31,NE,84,0,0
14428,2013,8,20,21,2,21,17,27,24,70.36,1005,30,NE,90,0,0
14429,2013,8,20,22,2,22,16,27,24,70.36,1005,30,NE,97,0,0
14430,2013,8,20,23,2,21,9,24,24,70.36,1005,30,NE,102,0,0
14431,2013,8,21,0,2,20,10,22,24,70.36,1005,30,NE,107,0,0
14432,2013,8,21,1,2,19,13,21,24,70.36,1004,30,NE,112,0,0
14433,2013,8,21,2,2,18,13,23,24,70.36,1004,30,NE,118,0,0
14434,2013,8,21,3,2,19,17,25,24,74.52,1004,29,NE,122,0,0
14435,2013,8,21,4,2,,2,21,24,74.52,1003,29,NE,127,0,0
14436,2013,8,21,5,2,14,7,22,24,74.52,1003,29,NE,131,0,0
14437,2013,8,21,6,2,12,7,17,24,74.52,1004,29,NE,139,0,0
14438,2013,8,21,7,2,16,15,18,24,70.36,1004,30,NE,145,0,0
14439,2013,8,21,8,2,12,9,19,23,62.57,1004,31,NE,152,0,0
14440,2013,8,21,9,2,13,11,20,23,62.57,1004,31,NE,159,0,0
14441,2013,8,21,10,2,14,13,19,25,74.69,1004,30,NE,167,0,0
14442,2013,8,21,11,2,19,24,16,24,62.79,1004,32,NE,174,0,0
14443,2013,8,21,12,2,15,13,20,24,62.79,1003,32,NE,181,0,0
14444,2013,8,21,13,2,14,13,21,25,66.66,1003,32,NE,187,0,0
14445,2013,8,21,14,2,9,13,19,24,62.79,1002,32,NE,196,0,0
14446,2013,8,21,15,2,13,14,16,24,59.36,1002,33,NE,205,0,0
14447,2013,8,21,16,2,9,8,14,24,62.79,1002,32,NE,214,0,0
14448,2013,8,21,17,2,10,8,14,24,62.79,1002,32,NE,223,0,0
14449,2013,8,21,18,2,12,10,12,24,66.45,1002,31,NE,231,0,0
14450,2013,8,21,19,2,14,19,14,25,70.54,1002,31,NE,239,0,0
14451,2013,8,21,20,2,13,16,18,25,70.54,1003,31,NE,248,0,0
14452,2013,8,21,21,2,9,4,15,24,70.36,1003,30,NE,256,0,0
14453,2013,8,21,22,2,11,7,14,25,70.54,1003,31,NE,264,0,0
14454,2013,8,21,23,2,11,6,11,25,74.69,1002,30,NE,272,0,0
14455,2013,8,22,0,2,12,4,15,25,74.69,1002,30,NE,280,0,0
14456,2013,8,22,1,2,9,4,13,24,70.36,1001,30,NE,288,0,0
14457,2013,8,22,2,2,6,7,14,24,74.52,1001,29,NE,296,0,0
14458,2013,8,22,3,2,7,12,16,25,74.69,1001,30,NE,303,0,0
14459,2013,8,22,4,2,10,12,14,25,79.11,1001,29,NE,310,0,0
14460,2013,8,22,5,2,9,12,14,24,74.52,1001,29,NE,318,0,0
14461,2013,8,22,6,2,13,13,14,25,79.11,1001,29,NE,326,0,0
14462,2013,8,22,7,2,14,10,16,25,74.69,1001,30,NE,334,0,0
14463,2013,8,22,8,2,16,15,,24,70.36,1002,30,NE,342,0,0
14464,2013,8,22,9,2,14,12,,24,66.45,1002,31,NE,351,0,0
14465,2013,8,22,10,2,15,20,17,24,66.45,1002,31,SE,9,0,0
14466,2013,8,22,11,2,15,9,18,24,62.79,1002,32,SE,18,0,0
14467,2013,8,22,12,2,14,11,22,24,62.79,1002,32,SE,27,0,0
14468,2013,8,22,13,2,14,12,20,24,59.36,1001,33,SE,37,0.1,0.1
14469,2013,8,22,14,2,18,10,16,25,74.69,1002,30,SE,47,0.6,0.7
14470,2013,8,22,15,2,15,16,13,25,74.69,1001,30,SE,54,0.3,1
14471,2013,8,22,16,2,14,15,19,25,74.69,1001,30,SE,61,0,0
14472,2013,8,22,17,2,16,9,18,25,74.69,1001,30,SE,69,0,0
14473,2013,8,22,18,2,15,18,22,24,74.52,1001,29,SE,77,0,0
14474,2013,8,22,19,2,16,16,20,25,79.11,1002,29,SE,84,0,0
14475,2013,8,22,20,2,12,8,20,25,79.11,1002,29,SE,92,0,0
14476,2013,8,22,21,2,14,9,17,25,79.11,1003,29,SE,99,0,0
14477,2013,8,22,22,2,9,8,15,24,74.52,1003,29,SE,107,0,0
14478,2013,8,22,23,2,9,6,15,25,79.11,1003,29,SE,115,0,0
14479,2013,8,23,0,2,10,7,15,25,79.11,1003,29,SE,123,0,0
14480,2013,8,23,1,2,7,10,14,24,74.52,1003,29,SE,130,0,0
14481,2013,8,23,2,2,9,10,16,25,83.82,1003,28,SE,137,0,0
14482,2013,8,23,3,2,13,9,10,24,78.97,1003,28,SE,143,0,0
14483,2013,8,23,4,2,10,7,15,25,79.11,1002,29,SE,148,0,0
14484,2013,8,23,5,2,10,4,16,25,83.82,1002,28,SE,152,0,0
14485,2013,8,23,6,2,14,6,18,25,79.11,1002,29,SE,157,0.1,0.1
14486,2013,8,23,7,2,17,8,19,,,,,SE,,0,0
14487,2013,8,23,8,2,15,10,17,24,70.36,1003,30,SE,7,0,0
14488,2013,8,23,9,2,18,12,19,24,62.79,1003,32,SE,15,0,0
14489,2013,8,23,10,2,20,13,25,24,59.36,1004,33,SE,23,0,0
14490,2013,8,23,11,2,21,20,26,24,56.14,1004,34,SE,31,0,0
14491,2013,8,23,12,2,21,22,24,24,56.14,1003,34,SE,40,0,0
14492,2013,8,23,13,2,24,19,23,24,56.14,1003,34,SE,48,0,0
14493,2013,8,23,14,2,26,15,24,24,53.11,1003,35,SE,56,0,0
14494,2013,8,23,15,2,25,17,26,24,53.11,1002,35,SE,63,0,0
14495,2013,8,23,16,2,30,22,29,24,56.14,1002,34,SE,70,0,0
14496,2013,8,23,17,2,30,19,30,24,62.79,1002,32,SE,78,0,0
14497,2013,8,23,18,2,28,22,26,24,66.45,1002,31,SE,87,0,0
14498,2013,8,23,19,2,25,19,21,24,66.45,1003,31,SE,95,0,0
14499,2013,8,23,20,2,17,9,23,24,70.36,1004,30,SE,103,0,0
14500,2013,8,23,21,2,15,10,19,24,70.36,1004,30,SE,110,0,0
14501,2013,8,23,22,2,18,13,14,25,74.69,1005,30,SE,117,0,0
14502,2013,8,23,23,2,14,14,16,25,79.11,1005,29,SE,124,0,0
14503,2013,8,24,0,2,15,15,22,25,79.11,1004,29,SE,130,0,0
14504,2013,8,24,1,2,,13,24,24,74.52,1004,29,SW,6,0,0
14505,2013,8,24,2,2,17,13,18,24,74.52,1004,29,SE,7,0,0
14506,2013,8,24,3,2,15,10,20,24,74.52,1004,29,SE,12,0,0
14507,2013,8,24,4,2,15,11,21,24,74.52,1003,29,SE,18,0,0
14508,2013,8,24,5,2,13,17,18,24,74.52,1003,29,SE,22,0,0
14509,2013,8,24,6,2,13,11,18,24,74.52,1004,29,SE,27,0,0
14510,2013,8,24,7,2,19,6,17,24,70.36,1004,30,SE,34,0,0
14511,2013,8,24,8,2,,15,18,23,62.57,1004,31,SW,7,0,0
14512,2013,8,24,9,2,,7,20,23,55.89,1004,33,SW,13,0,0
14513,2013,8,24,10,2,21,17,24,22,49.75,1004,34,SW,20,0,0
14514,2013,8,24,11,2,24,27,27,23,50.01,1004,35,SW,25,0,0
14515,2013,8,24,12,2,25,30,29,23,50.01,1004,35,SW,31,0,0
14516,2013,8,24,13,2,36,40,42,23,47.33,1003,36,SW,36,0,0
14517,2013,8,24,14,2,50,36,51,22,44.55,1003,36,SW,41,0,0
14518,2013,8,24,15,2,49,36,46,23,44.82,1002,37,SW,45,0,0
14519,2013,8,24,16,2,47,39,44,22,42.18,1002,37,NW,3,0,0
14520,2013,8,24,17,2,53,40,51,23,47.33,1002,36,SW,6,0,0
14521,2013,8,24,18,2,51,37,41,23,50.01,1003,35,SW,11,0,0
14522,2013,8,24,19,2,47,32,40,25,79.11,1004,29,NW,4,0,0
14523,2013,8,24,20,2,52,35,51,24,70.36,1005,30,NW,8,0,0
14524,2013,8,24,21,2,48,39,52,24,70.36,1005,30,cv,1,0,0
14525,2013,8,24,22,2,52,44,55,25,74.69,1005,30,NW,3,0,0
14526,2013,8,24,23,2,,45,,25,74.69,1006,30,NW,7,0,0
14527,2013,8,25,0,2,,39,,25,79.11,1005,29,NW,10,0,0
14528,2013,8,25,1,2,59,36,53,24,74.52,1005,29,NW,12,0,0
14529,2013,8,25,2,2,54,36,59,24,78.97,1005,28,NW,14,0,0
14530,2013,8,25,3,2,58,43,69,24,78.97,1005,28,NW,17,0,0
14531,2013,8,25,4,2,,55,,25,83.82,1005,28,NW,19,0,0
14532,2013,8,25,5,2,91,51,92,25,83.82,1005,28,NW,21,0,0
14533,2013,8,25,6,2,98,68,95,25,83.82,1005,28,SW,2,0,0
14534,2013,8,25,7,2,102,63,91,25,79.11,1006,29,SW,4,0,0
14535,2013,8,25,8,2,94,50,86,24,70.36,1005,30,NW,4,0,0
14536,2013,8,25,9,2,,49,,24,62.79,1006,32,NW,7,0,0
14537,2013,8,25,10,2,62,44,32,24,59.36,1005,33,NW,10,0,0
14538,2013,8,25,11,2,60,35,32,24,56.14,1005,34,NW,14,0,0
14539,2013,8,25,12,2,55,34,37,23,50.01,1004,35,NW,19,0,0
14540,2013,8,25,13,2,52,37,42,23,50.01,1003,35,SW,5,0,0
14541,2013,8,25,14,2,32,22,42,24,62.79,1003,32,NE,6,0.7,0.7
14542,2013,8,25,15,2,19,16,24,24,78.97,1004,28,NE,12,0,0
14543,2013,8,25,16,2,,21,23,24,78.97,1005,28,NE,16,0,0
14544,2013,8,25,17,2,34,24,32,24,78.97,1004,28,NE,19,0,0
14545,2013,8,25,18,2,24,1,36,24,78.97,1005,28,NE,22,0,0
14546,2013,8,25,19,2,16,7,22,23,70.17,1005,29,NE,25,0,0
14547,2013,8,25,20,2,15,9,20,23,70.17,1006,29,NE,27,0,0
14548,2013,8,25,21,2,24,16,22,24,78.97,1006,28,NE,30,0,0
14549,2013,8,25,22,2,38,31,25,24,83.71,1006,27,NE,34,0,0
14550,2013,8,25,23,2,40,40,41,24,83.71,1005,27,NE,37,0,0
14551,2013,8,26,0,2,36,23,44,24,83.71,1005,27,NE,40,0,0
14552,2013,8,26,1,2,35,34,50,24,78.97,1005,28,NE,42,0,0
14553,2013,8,26,2,2,39,33,48,24,78.97,1005,28,NE,44,0.1,0.1
14554,2013,8,26,3,2,40,34,47,24,83.71,1005,27,NE,48,0,0
14555,2013,8,26,4,2,48,35,47,24,83.71,1005,27,NE,50,0,0
14556,2013,8,26,5,2,37,32,49,24,83.71,1005,27,NE,53,0.6,0.6
14557,2013,8,26,6,2,36,27,41,24,83.71,1005,27,NE,56,0.3,0.9
14558,2013,8,26,7,2,23,16,,23,83.6,1006,26,NE,60,2.7,3.6
14559,2013,8,26,8,2,21,11,22,23,83.6,1006,26,NE,63,1.5,5.1
14560,2013,8,26,9,2,17,23,26,23,83.6,1007,26,SE,2,0.1,5.2
14561,2013,8,26,10,2,25,17,26,22,78.68,1007,26,NE,3,0,0
14562,2013,8,26,11,2,24,17,27,22,74.19,1007,27,NE,6,0,0
14563,2013,8,26,12,2,27,29,29,22,74.19,1006,27,NE,9,0,0
14564,2013,8,26,13,2,30,21,29,22,69.98,1006,28,NE,12,0,0
14565,2013,8,26,14,2,34,31,31,22,69.98,1006,28,NE,16,0,0
14566,2013,8,26,15,2,34,30,35,21,62.13,1005,29,NE,20,0,0
14567,2013,8,26,16,2,36,38,,19,54.9,1005,29,NE,24,0,0
14568,2013,8,26,17,2,34,34,33,18,51.57,1005,29,NE,28,0,0
14569,2013,8,26,18,2,35,29,26,16,45.44,1005,29,NE,31,0,0
14570,2013,8,26,19,2,35,31,33,19,58.17,1006,28,SE,3,0,0
14571,2013,8,26,20,2,39,33,37,19,61.67,1007,27,SE,6,0,0
14572,2013,8,26,21,2,32,20,38,20,65.62,1007,27,NE,3,0,0
14573,2013,8,26,22,2,33,24,34,20,65.62,1007,27,NE,5,0,0
14574,2013,8,26,23,2,27,28,32,20,65.62,1007,27,SE,2,0,0
14575,2013,8,27,0,2,28,15,32,20,65.62,1006,27,NE,3,0,0
14576,2013,8,27,1,2,25,10,30,21,74.02,1006,26,NE,6,0,0
14577,2013,8,27,2,2,32,32,31,21,74.02,1006,26,NE,8,0,0
14578,2013,8,27,3,2,29,23,40,21,74.02,1006,26,NE,10,0,0
14579,2013,8,27,4,2,33,31,43,21,74.02,1007,26,NE,12,0,0
14580,2013,8,27,5,2,30,18,42,21,74.02,1007,26,NE,14,0,0
14581,2013,8,27,6,2,29,27,35,21,74.02,1007,26,NE,16,0,0
14582,2013,8,27,7,2,30,22,37,21,69.79,1007,27,NE,20,0,0
14583,2013,8,27,8,2,31,30,34,21,62.13,1008,29,NE,24,0,0
14584,2013,8,27,9,2,29,33,34,21,58.65,1008,30,SE,4,0,0
14585,2013,8,27,10,2,33,,31,20,52.09,1008,31,NE,4,0,0
14586,2013,8,27,11,2,29,35,37,21,55.4,1008,31,NE,8,0,0
14587,2013,8,27,12,2,36,30,35,22,62.35,1008,30,SE,5,0,0
14588,2013,8,27,13,2,36,31,37,22,62.35,1007,30,SE,10,0,0
14589,2013,8,27,14,2,38,31,37,22,62.35,1007,30,SE,15,0,0
14590,2013,8,27,15,2,37,31,35,23,70.17,1007,29,SE,20,0,0
14591,2013,8,27,16,2,37,27,34,23,66.25,1007,30,SE,25,0,0
14592,2013,8,27,17,2,36,28,37,23,66.25,1007,30,SE,30,0,0
14593,2013,8,27,18,2,36,25,36,23,70.17,1006,29,SE,35,0,0
14594,2013,8,27,19,2,30,33,34,23,74.35,1007,28,SE,41,0,0
14595,2013,8,27,20,2,30,25,32,22,69.98,1007,28,SE,46,0,0
14596,2013,8,27,21,2,27,17,33,23,74.35,1007,28,SE,50,0,0
14597,2013,8,27,22,2,25,14,31,23,74.35,1007,28,SE,55,0,0
14598,2013,8,27,23,2,21,17,26,23,78.82,1007,27,SE,60,0,0
14599,2013,8,28,0,2,23,10,25,23,78.82,1007,27,SE,64,0,0
14600,2013,8,28,1,2,20,12,25,23,78.82,1006,27,SE,69,0,0
14601,2013,8,28,2,2,25,23,24,24,83.71,1006,27,SE,74,0,0
14602,2013,8,28,3,2,26,22,28,24,83.71,1006,27,SE,78,0,0
14603,2013,8,28,4,2,27,12,27,24,83.71,1006,27,SE,82,0,0
14604,2013,8,28,5,2,26,10,30,24,83.71,1006,27,SE,86,0,0
14605,2013,8,28,6,2,30,21,29,24,83.71,1006,27,SE,90,0,0
14606,2013,8,28,7,2,36,37,39,24,78.97,1006,28,SE,94,0,0
14607,2013,8,28,8,2,47,24,46,24,74.52,1006,29,SE,98,0,0
14608,2013,8,28,9,2,49,35,45,25,74.69,1006,30,SE,102,0,0
14609,2013,8,28,10,2,50,37,41,24,62.79,1006,32,SW,5,0,0
14610,2013,8,28,11,2,46,34,35,25,63.01,1005,33,SW,9,0,0
14611,2013,8,28,12,2,51,43,46,24,56.14,1004,34,SE,3,0,0
14612,2013,8,28,13,2,,47,52,24,56.14,1004,34,SW,4,0,0
14613,2013,8,28,14,2,,38,49,24,50.27,1003,36,SW,9,0,0
14614,2013,8,28,15,2,90,44,53,23,47.33,1003,36,SW,14,0,0
14615,2013,8,28,16,2,54,37,53,24,53.11,1002,35,SW,20,0,0
14616,2013,8,28,17,2,51,31,43,24,56.14,1002,34,SW,26,0,0
14617,2013,8,28,18,2,37,26,32,24,62.79,1003,32,SE,6,0,0
14618,2013,8,28,19,2,25,13,28,25,70.54,1003,31,SE,11,0,0
14619,2013,8,28,20,2,18,16,25,25,74.69,1003,30,SE,16,0,0
14620,2013,8,28,21,2,14,6,23,24,70.36,1003,30,SE,22,0,0
14621,2013,8,28,22,2,16,6,16,24,70.36,1003,30,SE,28,0,0
14622,2013,8,28,23,2,13,6,16,25,79.11,1002,29,SE,33,0,0
14623,2013,8,29,0,2,17,5,17,25,79.11,1003,29,SE,37,0,0
14624,2013,8,29,1,2,14,5,16,24,74.52,1003,29,SE,42,0,0
14625,2013,8,29,2,2,14,4,12,24,74.52,1002,29,SW,5,0,0
14626,2013,8,29,3,2,14,5,15,24,74.52,1002,29,SW,11,0,0
14627,2013,8,29,4,2,15,10,14,24,74.52,1002,29,SW,15,0,0
14628,2013,8,29,5,2,15,18,17,24,74.52,1001,29,SE,5,0,0
14629,2013,8,29,6,2,16,,12,23,70.17,1002,29,SW,3,0,0
14630,2013,8,29,7,2,21,16,15,24,70.36,1002,30,SW,8,0,0
14631,2013,8,29,8,2,25,16,21,24,62.79,1002,32,SW,12,0,0
14632,2013,8,29,9,2,34,28,,24,56.14,1002,34,SW,16,0,0
14633,2013,8,29,10,2,42,21,,24,53.11,1002,35,SW,20,0,0
14634,2013,8,29,11,2,52,35,47,25,53.36,1001,36,SW,24,0,0
14635,2013,8,29,12,2,52,47,52,25,53.36,1001,36,SW,28,0,0
